problem_id,split,language,difficulty,difficulty_source,membership
javascript/11,test_problems,javascript,easy,level_propagated,gen+expl+compl
javascript/12,train_problems,javascript,easy,level_propagated,gen+expl+compl
javascript/13,test_problems,javascript,easy,level_propagated,gen+expl+compl
javascript/14,train_problems,javascript,easy,level_propagated,gen+expl+compl
javascript/15,train_problems,javascript,middle,level_propagated,gen+expl+compl
javascript/16,test_problems,javascript,easy,level_propagated,gen+expl+compl
javascript/17,train_problems,javascript,easy,level_propagated,gen+expl+compl
javascript/18,train_problems,javascript,easy,level_propagated,gen+expl+compl
javascript/19,train_problems,javascript,hard,level_propagated,gen+expl+compl
javascript/20,train_problems,javascript,easy,level_propagated,gen+expl+compl
javascript/21,train_problems,javascript,easy,level_propagated,gen+expl+compl
javascript/22,train_problems,javascript,easy,level_propagated,gen+expl+compl
javascript/23,test_problems,javascript,hard,level_propagated,gen+expl+compl
javascript/24,train_problems,javascript,easy,level_propagated,gen+expl+compl
javascript/25,test_problems,javascript,middle,level_propagated,gen+expl+compl
javascript/26,train_problems,javascript,easy,level_propagated,gen+expl+compl
javascript/27,train_problems,javascript,hard,level_propagated,gen+expl+compl
javascript/28,train_problems,javascript,easy,level_propagated,gen+expl+compl
javascript/29,train_problems,javascript,easy,level_propagated,gen+expl+compl
javascript/30,train_problems,javascript,easy,level_propagated,gen+expl+compl
javascript/31,train_problems,javascript,middle,level_propagated,gen+expl+compl
javascript/32,train_problems,javascript,easy,level_propagated,gen+expl+compl
javascript/33,train_problems,javascript,easy,level_propagated,gen+expl+compl
javascript/34,train_problems,javascript,middle,level_propagated,gen+expl+compl
javascript/35,train_problems,javascript,middle,level_propagated,gen+expl+compl
javascript/36,train_problems,javascript,easy,level_propagated,gen+expl+compl
javascript/37,train_problems,javascript,middle,level_propagated,gen+expl+compl
javascript/38,train_problems,javascript,easy,level_propagated,gen+expl+compl
javascript/39,test_problems,javascript,middle,level_propagated,gen+expl+compl
javascript/40,train_problems,javascript,hard,level_propagated,gen+expl+compl
javascript/41,train_problems,javascript,hard,level_propagated,gen+expl+compl
javascript/42,train_problems,javascript,hard,level_propagated,gen+expl+compl
javascript/43,train_problems,javascript,hard,level_propagated,gen+expl+compl
javascript/44,test_problems,javascript,hard,level_propagated,gen+expl+compl
javascript/45,train_problems,javascript,hard,level_propagated,gen+expl+compl
javascript/46,train_problems,javascript,easy,level_propagated,gen+expl+compl
javascript/47,train_problems,javascript,hard,level_propagated,gen+expl+compl
javascript/48,train_problems,javascript,easy,level_propagated,gen+expl+compl
javascript/49,train_problems,javascript,easy,level_propagated,gen+expl+compl
javascript/50,test_problems,javascript,easy,level_propagated,gen+expl+compl
json/1,train_problems,json,easy,level_propagated,gen+expl+compl
json/2,train_problems,json,easy,level_propagated,gen+expl+compl
json/3,train_problems,json,easy,level_propagated,gen+expl+compl
json/4,train_problems,json,easy,level_propagated,gen+expl+compl
json/5,train_problems,json,easy,level_propagated,gen+expl+compl
json/6,train_problems,json,middle,level_propagated,gen+expl+compl
json/7,train_problems,json,hard,level_propagated,gen+expl+compl
json/8,train_problems,json,easy,level_propagated,gen+expl+compl
json/9,train_problems,json,middle,level_propagated,gen+expl+compl
json/10,train_problems,json,hard,level_propagated,gen+expl+compl
json/11,train_problems,json,easy,level_propagated,gen+expl+compl
json/12,train_problems,json,middle,level_propagated,gen+expl+compl
json/13,train_problems,json,hard,level_propagated,gen+expl+compl
json/14,train_problems,json,easy,level_propagated,gen+expl+compl
json/15,train_problems,json,easy,level_propagated,gen+expl+compl
json/16,test_problems,json,easy,level_propagated,gen+expl+compl
json/17,train_problems,json,easy,level_propagated,gen+expl+compl
json/18,train_problems,json,easy,level_propagated,gen+expl+compl
json/19,test_problems,json,easy,level_propagated,gen+expl+compl
json/20,train_problems,json,easy,level_propagated,gen+expl+compl
json/21,test_problems,json,middle,level_propagated,gen+expl+compl
json/22,test_problems,json,easy,level_propagated,gen+expl+compl
json/23,train_problems,json,easy,level_propagated,gen+expl+compl
json/24,test_problems,json,easy,level_propagated,gen+expl+compl
json/25,train_problems,json,easy,level_propagated,gen+expl+compl
json/26,train_problems,json,easy,level_propagated,gen+expl+compl
json/27,train_problems,json,easy,level_propagated,gen+expl+compl
json/28,train_problems,json,easy,level_propagated,gen+expl+compl
json/29,train_problems,json,easy,level_propagated,gen+expl+compl
json/30,test_problems,json,hard,level_propagated,gen+expl+compl
json/31,test_problems,json,middle,level_propagated,gen+expl+compl
json/32,train_problems,json,middle,level_propagated,gen+expl+compl
json/33,train_problems,json,middle,level_propagated,gen+expl+compl
json/34,train_problems,json,easy,level_propagated,gen+expl+compl
json/35,train_problems,json,easy,level_propagated,gen+expl+compl
json/36,train_problems,json,middle,level_propagated,gen+expl+compl
json/37,test_problems,json,easy,level_propagated,gen+expl+compl
json/38,test_problems,json,hard,level_propagated,gen+expl+compl
json/39,train_problems,json,easy,level_propagated,gen+expl+compl
json/40,train_problems,json,middle,level_propagated,gen+expl+compl
json/41,train_problems,json,easy,level_propagated,gen+expl+compl
json/42,test_problems,json,easy,level_propagated,gen+expl+compl
json/43,train_problems,json,easy,level_propagated,gen+expl+compl
json/44,train_problems,json,easy,level_propagated,gen+expl+compl
json/45,train_problems,json,middle,level_propagated,gen+expl+compl
json/46,train_problems,json,hard,level_propagated,gen+expl+compl
json/47,train_problems,json,hard,level_propagated,gen+expl+compl
json/48,train_problems,json,hard,level_propagated,gen+expl+compl
json/49,train_problems,json,easy,level_propagated,gen+expl+compl
json/50,train_problems,json,hard,level_propagated,gen+expl+compl
julia/1,train_problems,julia,easy,level_propagated,gen+expl+compl
julia/2,test_problems,julia,easy,level_propagated,gen+expl+compl
julia/3,test_problems,julia,easy,level_propagated,gen+expl+compl
julia/4,train_problems,julia,easy,level_propagated,gen+expl+compl
julia/5,train_problems,julia,easy,level_propagated,gen+expl+compl
julia/6,test_problems,julia,easy,level_propagated,gen+expl+compl
julia/7,train_problems,julia,easy,level_propagated,gen+expl+compl
julia/8,train_problems,julia,easy,level_propagated,gen+expl+compl
julia/9,train_problems,julia,easy,level_propagated,gen+expl+compl
julia/10,train_problems,julia,middle,level_propagated,gen+expl+compl
julia/11,test_problems,julia,easy,level_propagated,gen+expl+compl
julia/12,train_problems,julia,middle,level_propagated,gen+expl+compl
julia/13,train_problems,julia,easy,level_propagated,gen+expl+compl
julia/14,train_problems,julia,easy,level_propagated,gen+expl+compl
julia/15,test_problems,julia,middle,level_propagated,gen+expl+compl
julia/16,train_problems,julia,easy,level_propagated,gen+expl+compl
julia/17,train_problems,julia,easy,level_propagated,gen+expl+compl
julia/18,train_problems,julia,easy,level_propagated,gen+expl+compl
julia/19,train_problems,julia,easy,level_propagated,gen+expl+compl
julia/20,train_problems,julia,easy,level_propagated,gen+expl+compl
julia/21,train_problems,julia,middle,level_propagated,gen+expl+compl
julia/22,test_problems,julia,hard,level_propagated,gen+expl+compl
julia/23,train_problems,julia,easy,level_propagated,gen+expl+compl
julia/24,train_problems,julia,hard,level_propagated,gen+expl+compl
julia/25,train_problems,julia,easy,level_propagated,gen+expl+compl
julia/26,train_problems,julia,hard,level_propagated,gen+expl+compl
julia/27,test_problems,julia,hard,level_propagated,gen+expl+compl
julia/28,test_problems,julia,easy,level_propagated,gen+expl+compl
julia/29,train_problems,julia,easy,level_propagated,gen+expl+compl
julia/30,train_problems,julia,hard,level_propagated,gen+expl+compl
julia/31,train_problems,julia,hard,level_propagated,gen+expl+compl
julia/32,train_problems,julia,hard,level_propagated,gen+expl+compl
julia/33,train_problems,julia,hard,level_propagated,gen+expl+compl
julia/34,train_problems,julia,hard,level_propagated,gen+expl+compl
julia/35,train_problems,julia,hard,level_propagated,gen+expl+compl
julia/36,test_problems,julia,middle,level_propagated,gen+expl+compl
julia/37,train_problems,julia,easy,level_propagated,gen+expl+compl
julia/38,train_problems,julia,middle,level_propagated,gen+expl+compl
julia/39,train_problems,julia,middle,level_propagated,gen+expl+compl
julia/40,train_problems,julia,easy,level_propagated,gen+expl+compl
julia/41,train_problems,julia,easy,level_propagated,gen+expl+compl
julia/42,train_problems,julia,easy,level_propagated,gen+expl+compl
julia/43,train_problems,julia,middle,level_propagated,gen+expl+compl
julia/44,test_problems,julia,easy,level_propagated,gen+expl+compl
julia/45,train_problems,julia,middle,level_propagated,gen+expl+compl
julia/46,train_problems,julia,easy,level_propagated,gen+expl+compl
julia/47,train_problems,julia,easy,level_propagated,gen+expl+compl
julia/48,train_problems,julia,easy,level_propagated,gen+expl+compl
julia/49,train_problems,julia,middle,level_propagated,gen+expl+compl
julia/50,train_problems,julia,easy,level_propagated,gen+expl+compl
kotlin/1,train_problems,kotlin,easy,level_propagated,gen+expl+compl
kotlin/2,test_problems,kotlin,middle,level_propagated,gen+expl+compl
kotlin/3,train_problems,kotlin,easy,level_propagated,gen+expl+compl
kotlin/4,test_problems,kotlin,middle,level_propagated,gen+expl+compl
kotlin/5,train_problems,kotlin,middle,level_propagated,gen+expl+compl
kotlin/6,test_problems,kotlin,hard,level_propagated,gen+expl+compl
kotlin/7,train_problems,kotlin,middle,level_propagated,gen+expl+compl
kotlin/8,train_problems,kotlin,middle,level_propagated,gen+expl+compl
kotlin/9,train_problems,kotlin,easy,level_propagated,gen+expl+compl
kotlin/10,train_problems,kotlin,middle,level_propagated,gen+expl+compl
kotlin/11,test_problems,kotlin,easy,level_propagated,gen+expl+compl
kotlin/12,train_problems,kotlin,easy,level_propagated,gen+expl+compl
kotlin/13,test_problems,kotlin,easy,level_propagated,gen+expl+compl
kotlin/14,train_problems,kotlin,easy,level_propagated,gen+expl+compl
kotlin/15,train_problems,kotlin,easy,level_propagated,gen+expl+compl
kotlin/16,train_problems,kotlin,easy,level_propagated,gen+expl+compl
kotlin/17,train_problems,kotlin,easy,level_propagated,gen+expl+compl
kotlin/18,test_problems,kotlin,easy,level_propagated,gen+expl+compl
kotlin/19,train_problems,kotlin,hard,level_propagated,gen+expl+compl
kotlin/20,train_problems,kotlin,easy,level_propagated,gen+expl+compl
kotlin/21,train_problems,kotlin,hard,level_propagated,gen+expl+compl
kotlin/22,train_problems,kotlin,easy,level_propagated,gen+expl+compl
kotlin/23,train_problems,kotlin,easy,level_propagated,gen+expl+compl
kotlin/24,train_problems,kotlin,easy,level_propagated,gen+expl+compl
kotlin/25,train_problems,kotlin,easy,level_propagated,gen+expl+compl
kotlin/26,train_problems,kotlin,hard,level_propagated,gen+expl+compl
kotlin/27,train_problems,kotlin,easy,level_propagated,gen+expl+compl
kotlin/28,train_problems,kotlin,easy,level_propagated,gen+expl+compl
kotlin/29,train_problems,kotlin,middle,level_propagated,gen+expl+compl
kotlin/30,train_problems,kotlin,hard,level_propagated,gen+expl+compl
kotlin/31,train_problems,kotlin,easy,level_propagated,gen+expl+compl
kotlin/32,train_problems,kotlin,easy,level_propagated,gen+expl+compl
kotlin/33,train_problems,kotlin,easy,level_propagated,gen+expl+compl
kotlin/34,train_problems,kotlin,hard,level_propagated,gen+expl+compl
kotlin/35,train_problems,kotlin,hard,level_propagated,gen+expl+compl
kotlin/36,train_problems,kotlin,middle,level_propagated,gen+expl+compl
kotlin/37,test_problems,kotlin,easy,level_propagated,gen+expl+compl
kotlin/38,train_problems,kotlin,easy,level_propagated,gen+expl+compl
kotlin/39,train_problems,kotlin,middle,level_propagated,gen+expl+compl
kotlin/40,test_problems,kotlin,hard,level_propagated,gen+expl+compl
kotlin/41,train_problems,kotlin,hard,level_propagated,gen+expl+compl
kotlin/42,train_problems,kotlin,easy,level_propagated,gen+expl+compl
kotlin/43,train_problems,kotlin,middle,level_propagated,gen+expl+compl
kotlin/44,train_problems,kotlin,easy,level_propagated,gen+expl+compl
kotlin/45,train_problems,kotlin,easy,level_propagated,gen+expl+compl
kotlin/46,train_problems,kotlin,easy,level_propagated,gen+expl+compl
kotlin/47,train_problems,kotlin,easy,level_propagated,gen+expl+compl
kotlin/48,train_problems,kotlin,hard,level_propagated,gen+expl+compl
kotlin/49,test_problems,kotlin,easy,level_propagated,gen+expl+compl
kotlin/50,test_problems,kotlin,easy,level_propagated,gen+expl+compl
lua/1,train_problems,lua,easy,level_propagated,gen+expl+compl
lua/2,train_problems,lua,easy,level_propagated,gen+expl+compl
lua/3,train_problems,lua,middle,level_propagated,gen+expl+compl
lua/4,train_problems,lua,middle,level_propagated,gen+expl+compl
lua/5,test_problems,lua,easy,level_propagated,gen+expl+compl
lua/6,test_problems,lua,easy,level_propagated,gen+expl+compl
lua/7,train_problems,lua,easy,level_propagated,gen+expl+compl
lua/8,train_problems,lua,easy,level_propagated,gen+expl+compl
lua/9,train_problems,lua,easy,level_propagated,gen+expl+compl
lua/10,test_problems,lua,easy,level_propagated,gen+expl+compl
lua/11,train_problems,lua,easy,level_propagated,gen+expl+compl
lua/12,train_problems,lua,easy,level_propagated,gen+expl+compl
lua/13,train_problems,lua,easy,level_propagated,gen+expl+compl
lua/14,train_problems,lua,easy,level_propagated,gen+expl+compl
lua/15,train_problems,lua,middle,level_propagated,gen+expl+compl
lua/16,train_problems,lua,middle,level_propagated,gen+expl+compl
lua/17,train_problems,lua,easy,level_propagated,gen+expl+compl
lua/18,test_problems,lua,hard,level_propagated,gen+expl+compl
lua/19,train_problems,lua,hard,level_propagated,gen+expl+compl
lua/20,train_problems,lua,easy,level_propagated,gen+expl+compl
lua/21,test_problems,lua,easy,level_propagated,gen+expl+compl
lua/22,train_problems,lua,easy,level_propagated,gen+expl+compl
lua/23,train_problems,lua,middle,level_propagated,gen+expl+compl
lua/24,train_problems,lua,easy,level_propagated,gen+expl+compl
lua/25,train_problems,lua,middle,level_propagated,gen+expl+compl
lua/26,train_problems,lua,middle,level_propagated,gen+expl+compl
lua/27,train_problems,lua,easy,level_propagated,gen+expl+compl
lua/28,train_problems,lua,easy,level_propagated,gen+expl+compl
lua/29,train_problems,lua,easy,level_propagated,gen+expl+compl
lua/30,train_problems,lua,easy,level_propagated,gen+expl+compl
lua/31,train_problems,lua,easy,level_propagated,gen+expl+compl
lua/32,train_problems,lua,easy,level_propagated,gen+expl+compl
lua/33,train_problems,lua,easy,level_propagated,gen+expl+compl
lua/34,train_problems,lua,hard,level_propagated,gen+expl+compl
lua/35,test_problems,lua,middle,level_propagated,gen+expl+compl
lua/36,train_problems,lua,easy,level_propagated,gen+expl+compl
lua/37,test_problems,lua,middle,level_propagated,gen+expl+compl
lua/38,train_problems,lua,easy,level_propagated,gen+expl+compl
lua/39,train_problems,lua,middle,level_propagated,gen+expl+compl
lua/40,train_problems,lua,hard,level_propagated,gen+expl+compl
lua/41,test_problems,lua,hard,level_propagated,gen+expl+compl
lua/42,train_problems,lua,hard,level_propagated,gen+expl+compl
lua/43,train_problems,lua,hard,level_propagated,gen+expl+compl
lua/44,train_problems,lua,hard,level_propagated,gen+expl+compl
lua/45,train_problems,lua,hard,level_propagated,gen+expl+compl
lua/46,test_problems,lua,easy,level_propagated,gen+expl+compl
lua/47,train_problems,lua,hard,level_propagated,gen+expl+compl
lua/48,test_problems,lua,easy,level_propagated,gen+expl+compl
lua/49,train_problems,lua,easy,level_propagated,gen+expl+compl
lua/50,train_problems,lua,easy,level_propagated,gen+expl+compl
markdown/1,train_problems,markdown,easy,level_propagated,gen+expl+compl
markdown/2,train_problems,markdown,easy,level_propagated,gen+expl+compl
markdown/3,train_problems,markdown,easy,level_propagated,gen+expl+compl
markdown/4,test_problems,markdown,middle,level_propagated,gen+expl+compl
markdown/5,train_problems,markdown,hard,level_propagated,gen+expl+compl
markdown/6,train_problems,markdown,middle,level_propagated,gen+expl+compl
markdown/7,train_problems,markdown,easy,level_propagated,gen+expl+compl
markdown/8,train_problems,markdown,easy,level_propagated,gen+expl+compl
markdown/9,train_problems,markdown,middle,level_propagated,gen+expl+compl
markdown/10,train_problems,markdown,easy,level_propagated,gen+expl+compl
markdown/11,train_problems,markdown,easy,level_propagated,gen+expl+compl
markdown/12,test_problems,markdown,easy,level_propagated,gen+expl+compl
markdown/13,train_problems,markdown,easy,level_propagated,gen+expl+compl
markdown/14,train_problems,markdown,easy,level_propagated,gen+expl+compl
markdown/15,train_problems,markdown,easy,level_propagated,gen+expl+compl
markdown/16,train_problems,markdown,easy,level_propagated,gen+expl+compl
markdown/17,test_problems,markdown,easy,level_propagated,gen+expl+compl
markdown/18,train_problems,markdown,hard,level_propagated,gen+expl+compl
markdown/19,train_problems,markdown,easy,level_propagated,gen+expl+compl
markdown/20,train_problems,markdown,hard,level_propagated,gen+expl+compl
markdown/21,train_problems,markdown,easy,level_propagated,gen+expl+compl
markdown/22,train_problems,markdown,hard,level_propagated,gen+expl+compl
markdown/23,test_problems,markdown,easy,level_propagated,gen+expl+compl
markdown/24,train_problems,markdown,easy,level_propagated,gen+expl+compl
markdown/25,train_problems,markdown,middle,level_propagated,gen+expl+compl
markdown/26,train_problems,markdown,hard,level_propagated,gen+expl+compl
markdown/27,test_problems,markdown,hard,level_propagated,gen+expl+compl
markdown/28,train_problems,markdown,easy,level_propagated,gen+expl+compl
markdown/29,test_problems,markdown,easy,level_propagated,gen+expl+compl
markdown/30,train_problems,markdown,easy,level_propagated,gen+expl+compl
markdown/31,test_problems,markdown,middle,level_propagated,gen+expl+compl
markdown/32,test_problems,markdown,hard,level_propagated,gen+expl+compl
markdown/33,train_problems,markdown,easy,level_propagated,gen+expl+compl
markdown/34,train_problems,markdown,hard,level_propagated,gen+expl+compl
markdown/35,train_problems,markdown,easy,level_propagated,gen+expl+compl
markdown/36,train_problems,markdown,easy,level_propagated,gen+expl+compl
markdown/37,train_problems,markdown,middle,level_propagated,gen+expl+compl
markdown/38,train_problems,markdown,easy,level_propagated,gen+expl+compl
markdown/39,train_problems,markdown,easy,level_propagated,gen+expl+compl
markdown/40,train_problems,markdown,middle,level_propagated,gen+expl+compl
markdown/41,train_problems,markdown,easy,level_propagated,gen+expl+compl
markdown/42,train_problems,markdown,middle,level_propagated,gen+expl+compl
markdown/43,train_problems,markdown,hard,level_propagated,gen+expl+compl
markdown/44,train_problems,markdown,easy,level_propagated,gen+expl+compl
markdown/45,test_problems,markdown,easy,level_propagated,gen+expl+compl
markdown/46,train_problems,markdown,easy,level_propagated,gen+expl+compl
markdown/47,train_problems,markdown,easy,level_propagated,gen+expl+compl
markdown/48,train_problems,markdown,easy,level_propagated,gen+expl+compl
markdown/49,train_problems,markdown,easy,level_propagated,gen+expl+compl
markdown/50,test_problems,markdown,easy,level_propagated,gen+expl+compl
pascal/1,train_problems,pascal,easy,level_propagated,gen+expl+compl
pascal/2,train_problems,pascal,easy,level_propagated,gen+expl+compl
pascal/3,train_problems,pascal,hard,level_propagated,gen+expl+compl
pascal/4,train_problems,pascal,middle,level_propagated,gen+expl+compl
pascal/5,train_problems,pascal,easy,level_propagated,gen+expl+compl
pascal/6,test_problems,pascal,easy,level_propagated,gen+expl+compl
pascal/7,train_problems,pascal,easy,level_propagated,gen+expl+compl
pascal/8,train_problems,pascal,middle,level_propagated,gen+expl+compl
pascal/9,train_problems,pascal,easy,level_propagated,gen+expl+compl
pascal/10,train_problems,pascal,easy,level_propagated,gen+expl+compl
pascal/11,train_problems,pascal,easy,level_propagated,gen+expl+compl
pascal/12,train_problems,pascal,easy,level_propagated,gen+expl+compl
pascal/13,train_problems,pascal,easy,level_propagated,gen+expl+compl
pascal/14,train_problems,pascal,easy,level_propagated,gen+expl+compl
pascal/15,train_problems,pascal,middle,level_propagated,gen+expl+compl
pascal/16,train_problems,pascal,easy,level_propagated,gen+expl+compl
pascal/17,train_problems,pascal,middle,level_propagated,gen+expl+compl
pascal/18,test_problems,pascal,middle,level_propagated,gen+expl+compl
pascal/19,train_problems,pascal,hard,level_propagated,gen+expl+compl
pascal/20,train_problems,pascal,easy,level_propagated,gen+expl+compl
pascal/21,test_problems,pascal,easy,level_propagated,gen+expl+compl
pascal/22,train_problems,pascal,easy,level_propagated,gen+expl+compl
pascal/23,test_problems,pascal,hard,level_propagated,gen+expl+compl
pascal/24,train_problems,pascal,easy,level_propagated,gen+expl+compl
pascal/25,train_problems,pascal,easy,level_propagated,gen+expl+compl
pascal/26,train_problems,pascal,easy,level_propagated,gen+expl+compl
pascal/27,train_problems,pascal,easy,level_propagated,gen+expl+compl
pascal/28,train_problems,pascal,easy,level_propagated,gen+expl+compl
pascal/29,test_problems,pascal,easy,level_propagated,gen+expl+compl
pascal/30,train_problems,pascal,easy,level_propagated,gen+expl+compl
pascal/31,train_problems,pascal,hard,level_propagated,gen+expl+compl
pascal/32,test_problems,pascal,easy,level_propagated,gen+expl+compl
pascal/33,train_problems,pascal,easy,level_propagated,gen+expl+compl
pascal/34,train_problems,pascal,middle,level_propagated,gen+expl+compl
pascal/35,train_problems,pascal,middle,level_propagated,gen+expl+compl
pascal/36,test_problems,pascal,easy,level_propagated,gen+expl+compl
pascal/37,test_problems,pascal,middle,level_propagated,gen+expl+compl
pascal/38,train_problems,pascal,easy,level_propagated,gen+expl+compl
pascal/39,train_problems,pascal,middle,level_propagated,gen+expl+compl
pascal/40,train_problems,pascal,hard,level_propagated,gen+expl+compl
pascal/41,train_problems,pascal,hard,level_propagated,gen+expl+compl
pascal/42,train_problems,pascal,hard,level_propagated,gen+expl+compl
pascal/43,test_problems,pascal,hard,level_propagated,gen+expl+compl
pascal/44,train_problems,pascal,hard,level_propagated,gen+expl+compl
pascal/45,train_problems,pascal,hard,level_propagated,gen+expl+compl
pascal/46,train_problems,pascal,easy,level_propagated,gen+expl+compl
pascal/47,train_problems,pascal,middle,level_propagated,gen+expl+compl
pascal/48,train_problems,pascal,easy,level_propagated,gen+expl+compl
pascal/49,test_problems,pascal,easy,level_propagated,gen+expl+compl
pascal/50,train_problems,pascal,easy,level_propagated,gen+expl+compl
perl/1,train_problems,perl,easy,level_propagated,gen+expl+compl
perl/2,train_problems,perl,easy,level_propagated,gen+expl+compl
perl/3,train_problems,perl,hard,level_propagated,gen+expl+compl
perl/4,train_problems,perl,middle,level_propagated,gen+expl+compl
perl/5,train_problems,perl,hard,level_propagated,gen+expl+compl
perl/6,train_problems,perl,middle,level_propagated,gen+expl+compl
perl/7,train_problems,perl,easy,level_propagated,gen+expl+compl
perl/8,train_problems,perl,middle,level_propagated,gen+expl+compl
perl/9,train_problems,perl,easy,level_propagated,gen+expl+compl
perl/10,train_problems,perl,middle,level_propagated,gen+expl+compl
perl/11,train_problems,perl,easy,level_propagated,gen+expl+compl
perl/12,train_problems,perl,middle,level_propagated,gen+expl+compl
perl/13,train_problems,perl,easy,level_propagated,gen+expl+compl
perl/14,test_problems,perl,middle,level_propagated,gen+expl+compl
perl/15,test_problems,perl,easy,level_propagated,gen+expl+compl
perl/16,train_problems,perl,easy,level_propagated,gen+expl+compl
perl/17,test_problems,perl,easy,level_propagated,gen+expl+compl
perl/18,test_problems,perl,easy,level_propagated,gen+expl+compl
perl/19,train_problems,perl,easy,level_propagated,gen+expl+compl
perl/20,train_problems,perl,easy,level_propagated,gen+expl+compl
perl/21,train_problems,perl,middle,level_propagated,gen+expl+compl
perl/22,test_problems,perl,easy,level_propagated,gen+expl+compl
perl/23,train_problems,perl,easy,level_propagated,gen+expl+compl
perl/24,test_problems,perl,hard,level_propagated,gen+expl+compl
perl/25,test_problems,perl,easy,level_propagated,gen+expl+compl
perl/26,train_problems,perl,easy,level_propagated,gen+expl+compl
perl/27,train_problems,perl,hard,level_propagated,gen+expl+compl
perl/28,train_problems,perl,middle,level_propagated,gen+expl+compl
perl/29,test_problems,perl,hard,level_propagated,gen+expl+compl
perl/30,train_problems,perl,hard,level_propagated,gen+expl+compl
perl/31,train_problems,perl,hard,level_propagated,gen+expl+compl
perl/32,train_problems,perl,easy,level_propagated,gen+expl+compl
perl/33,train_problems,perl,easy,level_propagated,gen+expl+compl
perl/34,train_problems,perl,middle,level_propagated,gen+expl+compl
perl/35,train_problems,perl,hard,level_propagated,gen+expl+compl
perl/36,train_problems,perl,easy,level_propagated,gen+expl+compl
perl/37,test_problems,perl,middle,level_propagated,gen+expl+compl
perl/38,train_problems,perl,middle,level_propagated,gen+expl+compl
perl/39,train_problems,perl,hard,level_propagated,gen+expl+compl
perl/40,train_problems,perl,easy,level_propagated,gen+expl+compl
perl/41,train_problems,perl,easy,level_propagated,gen+expl+compl
perl/42,train_problems,perl,easy,level_propagated,gen+expl+compl
perl/43,test_problems,perl,easy,level_propagated,gen+expl+compl
perl/44,train_problems,perl,easy,level_propagated,gen+expl+compl
perl/45,train_problems,perl,easy,level_propagated,gen+expl+compl
perl/46,train_problems,perl,easy,level_propagated,gen+expl+compl
perl/47,train_problems,perl,easy,level_propagated,gen+expl+compl
perl/48,train_problems,perl,easy,level_propagated,gen+expl+compl
perl/49,train_problems,perl,easy,level_propagated,gen+expl+compl
perl/50,train_problems,perl,easy,level_propagated,gen+expl+compl
php/1,train_problems,php,easy,level_propagated,gen+expl+compl
php/2,train_problems,php,easy,level_propagated,gen+expl+compl
php/3,train_problems,php,easy,level_propagated,gen+expl+compl
php/4,train_problems,php,easy,level_propagated,gen+expl+compl
php/5,train_problems,php,easy,level_propagated,gen+expl+compl
php/6,train_problems,php,easy,level_propagated,gen+expl+compl
php/7,train_problems,php,easy,level_propagated,gen+expl+compl
php/8,train_problems,php,hard,level_propagated,gen+expl+compl
php/9,train_problems,php,easy,level_propagated,gen+expl+compl
php/10,test_problems,php,middle,level_propagated,gen+expl+compl
php/11,train_problems,php,middle,level_propagated,gen+expl+compl
php/12,train_problems,php,middle,level_propagated,gen+expl+compl
php/13,test_problems,php,easy,level_propagated,gen+expl+compl
php/14,train_problems,php,easy,level_propagated,gen+expl+compl
php/15,train_problems,php,middle,level_propagated,gen+expl+compl
php/16,train_problems,php,easy,level_propagated,gen+expl+compl
php/17,train_problems,php,hard,level_propagated,gen+expl+compl
php/18,test_problems,php,easy,level_propagated,gen+expl+compl
php/19,train_problems,php,easy,level_propagated,gen+expl+compl
php/20,train_problems,php,easy,level_propagated,gen+expl+compl
php/21,train_problems,php,middle,level_propagated,gen+expl+compl
php/22,train_problems,php,easy,level_propagated,gen+expl+compl
php/23,train_problems,php,middle,level_propagated,gen+expl+compl
php/24,train_problems,php,easy,level_propagated,gen+expl+compl
php/25,train_problems,php,middle,level_propagated,gen+expl+compl
php/26,train_problems,php,hard,level_propagated,gen+expl+compl
php/27,test_problems,php,easy,level_propagated,gen+expl+compl
php/28,test_problems,php,easy,level_propagated,gen+expl+compl
php/29,test_problems,php,middle,level_propagated,gen+expl+compl
php/30,train_problems,php,easy,level_propagated,gen+expl+compl
php/31,train_problems,php,easy,level_propagated,gen+expl+compl
php/32,train_problems,php,easy,level_propagated,gen+expl+compl
php/33,train_problems,php,hard,level_propagated,gen+expl+compl
php/34,train_problems,php,middle,level_propagated,gen+expl+compl
php/35,train_problems,php,middle,level_propagated,gen+expl+compl
php/36,train_problems,php,hard,level_propagated,gen+expl+compl
php/37,test_problems,php,hard,level_propagated,gen+expl+compl
php/38,train_problems,php,hard,level_propagated,gen+expl+compl
php/39,test_problems,php,hard,level_propagated,gen+expl+compl
php/40,train_problems,php,hard,level_propagated,gen+expl+compl
php/41,train_problems,php,easy,level_propagated,gen+expl+compl
php/42,train_problems,php,easy,level_propagated,gen+expl+compl
php/43,train_problems,php,easy,level_propagated,gen+expl+compl
php/44,train_problems,php,easy,level_propagated,gen+expl+compl
php/45,test_problems,php,easy,level_propagated,gen+expl+compl
php/46,test_problems,php,easy,level_propagated,gen+expl+compl
php/47,train_problems,php,easy,level_propagated,gen+expl+compl
php/48,train_problems,php,easy,level_propagated,gen+expl+compl
php/49,train_problems,php,hard,level_propagated,gen+expl+compl
php/50,train_problems,php,easy,level_propagated,gen+expl+compl
powershell/1,train_problems,powershell,easy,level_propagated,gen+expl+compl
